Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
6.0,SDO,38,9,4,13,4,5,0,8,0,Lobby 1,Semifinals,1.0,5.0,7.0,1.0,Split_1
7.0,RCO,37,4,6,6,6,19,0,9,3,Lobby 1,Semifinals,4.0,2.0,6.0,2.0,Split_1
8.0,EQ,37,1,6,4,0,9,0,17,0,Lobby 1,Semifinals,12.0,6.0,5.0,1.0,Split_1
9.0,FNS,32,13,0,5,10,12,2,15,0,Lobby 1,Semifinals,10.0,1.0,8.0,8.0,Split_1
10.0,LKM,31,17,4,7,4,15,0,7,2,Lobby 1,Semifinals,3.0,5.0,12.0,1.0,Split_1
11.0,CCE,30,19,3,2,6,10,6,16,3,Lobby 1,Semifinals,17.0,0.0,14.0,0.0,Split_1
12.0,Were Just Better,29,7,2,12,0,13,0,1,8,Lobby 1,Semifinals,9.0,0.0,16.0,0.0,Split_1
13.0,FluidGaming,26,20,0,15,0,14,5,13,5,Lobby 1,Semifinals,8.0,7.0,10.0,2.0,Split_1
14.0,Inspired,26,18,2,11,0,3,7,14,1,Lobby 1,Semifinals,7.0,4.0,19.0,0.0,Split_1
15.0,EXAgents,25,16,1,20,0,20,0,20,0,Lobby 1,Semifinals,11.0,0.0,1.0,11.0,Split_1
16.0,WTG,23,14,4,18,0,7,1,12,4,Lobby 1,Semifinals,14.0,2.0,15.0,5.0,Split_1
17.0,trash,22,3,3,10,0,11,3,6,1,Lobby 1,Semifinals,16.0,2.0,20.0,0.0,Split_1
18.0,SirRainNoody,16,5,1,8,3,16,0,18,0,Lobby 1,Semifinals,18.0,0.0,9.0,4.0,Split_1
19.0,Flex Offenders,12,12,2,16,0,17,0,10,0,Lobby 1,Semifinals,15.0,0.0,11.0,5.0,Split_1
20.0,Baguette Babes,2,15,0,19,0,18,0,19,0,Lobby 1,Semifinals,13.0,0.0,18.0,0.0,Split_1
1.0,D A B,69,13,1,5,3,5,1,1,11,Lobby 2,Semifinals,9.0,6.0,2.0,15.0,Split_1
2.0,Big3Protagonist,55,2,7,3,1,3,3,4,3,Lobby 2,Semifinals,10.0,2.0,5.0,5.0,Split_1
3.0,AST,54,9,10,18,0,15,2,17,0,Lobby 2,Semifinals,1.0,22.0,6.0,2.0,Split_1
4.0,LM,53,18,3,9,8,11,6,3,18,Lobby 2,Semifinals,19.0,1.0,14.0,6.0,Split_1
5.0,LVG,52,7,3,13,3,7,3,2,6,Lobby 2,Semifinals,15.0,3.0,1.0,5.0,Split_1
6.0,My Neck My Back,48,14,0,4,14,16,0,5,8,Lobby 2,Semifinals,17.0,1.0,3.0,8.0,Split_1
7.0,RL,48,8,0,6,3,2,10,13,0,Lobby 2,Semifinals,2.0,5.0,4.0,1.0,Split_1
8.0,Code Cloud,45,3,4,2,9,9,2,8,0,Lobby 2,Semifinals,5.0,4.0,11.0,1.0,Split_1
9.0,CDE,45,1,10,16,0,6,0,10,1,Lobby 2,Semifinals,3.0,8.0,8.0,0.0,Split_1
10.0,NM,35,19,0,8,3,1,10,14,0,Lobby 2,Semifinals,8.0,1.0,9.0,2.0,Split_1
11.0,Xile Esports,30,5,6,11,4,10,6,9,0,Lobby 2,Semifinals,14.0,1.0,10.0,1.0,Split_1
12.0,RAWR,28,11,0,1,5,8,3,15,0,Lobby 2,Semifinals,11.0,0.0,13.0,2.0,Split_1
13.0,OA,23,12,3,15,0,4,6,6,1,Lobby 2,Semifinals,16.0,0.0,7.0,0.0,Split_1
14.0,Siracha,20,4,1,12,1,12,0,7,1,Lobby 2,Semifinals,4.0,2.0,16.0,0.0,Split_1
15.0,Raw Material,16,20,0,17,0,18,1,11,7,Lobby 2,Semifinals,6.0,4.0,19.0,0.0,Split_1
16.0,GNR,9,6,4,20,0,20,0,20,0,Lobby 2,Semifinals,13.0,1.0,17.0,0.0,Split_1
17.0,Keys7,9,10,1,14,0,13,0,19,0,Lobby 2,Semifinals,7.0,0.0,15.0,0.0,Split_1
18.0,MexicanVtubers,8,15,1,10,3,17,0,16,1,Lobby 2,Semifinals,18.0,0.0,18.0,0.0,Split_1
19.0,Undisputed,8,16,0,7,0,19,0,18,0,Lobby 2,Semifinals,12.0,0.0,12.0,3.0,Split_1
20.0,hi rollers,4,17,0,19,0,14,2,12,0,Lobby 2,Semifinals,20.0,0.0,0.0,0.0,Split_1
1.0,My Neck My Back,85,6,12,1,10,9,2,9,5,Lobby 1,Finals,1.0,14.0,7.0,8.0,Split_1
2.0,LM,58,12,4,9,9,18,0,2,9,Lobby 1,Finals,12.0,4.0,2.0,10.0,Split_1
3.0,DUMPERS,45,8,4,3,9,13,3,4,4,Lobby 1,Finals,10.0,1.0,5.0,3.0,Split_1
4.0,FNS,44,5,11,12,0,17,0,3,10,Lobby 1,Finals,2.0,1.0,11.0,0.0,Split_1
5.0,RL,41,19,0,19,0,10,3,5,4,Lobby 1,Finals,4.0,0.0,1.0,11.0,Split_1
6.0,AST,39,11,0,15,3,1,12,16,0,Lobby 1,Finals,5.0,6.0,20.0,0.0,Split_1
7.0,Onyx,39,1,5,2,3,4,1,10,2,Lobby 1,Finals,18.0,0.0,16.0,0.0,Split_1
8.0,WASH,37,10,4,10,3,3,8,19,0,Lobby 1,Finals,6.0,5.0,12.0,2.0,Split_1
9.0,D A B,37,9,1,20,0,16,0,1,10,Lobby 1,Finals,8.0,0.0,3.0,3.0,Split_1
10.0,RCO,34,13,0,4,11,7,0,6,1,Lobby 1,Finals,16.0,0.0,10.0,8.0,Split_1
11.0,SDO,32,2,8,8,0,6,2,18,0,Lobby 1,Finals,9.0,3.0,17.0,3.0,Split_1
12.0,NM,31,14,0,13,0,2,6,12,2,Lobby 1,Finals,17.0,3.0,4.0,3.0,Split_1
13.0,SAF,28,3,2,14,1,8,6,7,5,Lobby 1,Finals,19.0,1.0,18.0,0.0,Split_1
14.0,LVG,26,15,0,7,1,14,6,20,0,Lobby 1,Finals,3.0,6.0,14.0,0.0,Split_1
15.0,LKM,25,18,0,11,0,5,6,8,1,Lobby 1,Finals,7.0,6.0,8.0,0.0,Split_1
16.0,EQ,20,7,1,5,4,15,0,11,2,Lobby 1,Finals,14.0,3.0,19.0,0.0,Split_1
17.0,CAS,20,4,5,6,3,11,0,17,0,Lobby 1,Finals,20.0,1.0,9.0,0.0,Split_1
18.0,CDE,12,16,0,16,0,12,3,13,2,Lobby 1,Finals,11.0,1.0,13.0,2.0,Split_1
19.0,Code Cloud,10,17,0,17,0,19,0,14,3,Lobby 1,Finals,15.0,2.0,15.0,2.0,Split_1
20.0,Big3Protagonist,7,20,0,18,0,20,0,15,0,Lobby 1,Finals,13.0,1.0,6.0,1.0,Split_1
